Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Spreadsheet,TrialsPerBlock,stimuli_type,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sound,Spreadsheet: pair,Spreadsheet: language,Spreadsheet: randomize_trials,Spreadsheet: left_word,Spreadsheet: right_word,Spreadsheet: first_dim_step,Spreadsheet: second_dim_step,Spreadsheet: endpoint_1,Spreadsheet: endpoint_2,Spreadsheet: break_duration,Spreadsheet: block_display,Manipulation: Spreadsheet,Manipulation: TrialsPerBlock,Manipulation: stimuli_type,Store: left_word,Store: right_word,Store: spreadsheet,Store: Progress
12,1746342892246,04/05/2025 07:14:52,1746317692246,-7,03/05/2025 17:14:52,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,25618.199999999066,25616.699999999997,25618.199999999066,25618.199999999066,25616.699999999997,25618.199999999066,1,25618.199999999066,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,
13,1746342892919,04/05/2025 07:14:52,1746317692919,-7,03/05/2025 17:14:52,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,26291.199999999066,26283.399999999994,26291.199999999066,26291.199999999066,26283.399999999994,26291.199999999066,1,26291.199999999066,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,
14,1746342893677,04/05/2025 07:14:53,1746317693677,-7,03/05/2025 17:14:53,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,27049.199999999066,27033.5,27049.199999999066,27049.199999999066,27033.5,27049.199999999066,1,27049.199999999066,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,
15,1746342894091,04/05/2025 07:14:54,1746317694091,-7,03/05/2025 17:14:54,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,27462.900000000183,27450.09999999999,27462.900000000183,27462.900000000183,27450.09999999999,27462.900000000183,1,27462.900000000183,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,
16,1746342894875,04/05/2025 07:14:54,1746317694875,-7,03/05/2025 17:14:54,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,28246.900000000183,28233.399999999994,28246.900000000183,28246.900000000183,28233.399999999994,28246.900000000183,1,28246.900000000183,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,
17,1746342895233,04/05/2025 07:14:55,1746317695233,-7,03/05/2025 17:14:55,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,28604.99999999981,28600.09999999999,28604.99999999981,28604.99999999981,28600.09999999999,28604.99999999981,1,28604.99999999981,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,
18,1746342895938,04/05/2025 07:14:55,1746317695938,-7,03/05/2025 17:14:55,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,29310.300000000556,29300,29310.300000000556,29310.300000000556,29300,29310.300000000556,1,29310.300000000556,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,
19,1746342896259,04/05/2025 07:14:56,1746317696259,-7,03/05/2025 17:14:56,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,29631.09999999944,29616.699999999997,29631.09999999944,29631.09999999944,29616.699999999997,29631.09999999944,1,29631.09999999944,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,
20,1746342896964,04/05/2025 07:14:56,1746317696964,-7,03/05/2025 17:14:56,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,30336.59999999944,30333.399999999994,30336.59999999944,30336.59999999944,30333.399999999994,30336.59999999944,1,30336.59999999944,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,
21,1746342897321,04/05/2025 07:14:57,1746317697321,-7,03/05/2025 17:14:57,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,30692.900000000183,30683.399999999994,30692.900000000183,30692.900000000183,30683.399999999994,30692.900000000183,1,30692.900000000183,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
22,1746342897712,04/05/2025 07:14:57,1746317697712,-7,03/05/2025 17:14:57,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,31084.199999999066,31083.399999999994,31084.199999999066,31084.199999999066,31083.399999999994,31084.199999999066,1,31084.199999999066,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
23,1746342898409,04/05/2025 07:14:58,1746317698409,-7,03/05/2025 17:14:58,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,31781.699999999066,31766.800000000003,31781.699999999066,31781.699999999066,31766.800000000003,31781.699999999066,1,31781.699999999066,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,
24,1746342899036,04/05/2025 07:14:59,1746317699036,-7,03/05/2025 17:14:59,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,32408.09999999944,32400.09999999999,32408.09999999944,32408.09999999944,32400.09999999999,32408.09999999944,1,32408.09999999944,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,
25,1746342899511,04/05/2025 07:14:59,1746317699511,-7,03/05/2025 17:14:59,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,32883.199999999066,32866.7,32883.199999999066,32883.199999999066,32866.7,32883.199999999066,1,32883.199999999066,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
26,1746342899982,04/05/2025 07:14:59,1746317699982,-7,03/05/2025 17:14:59,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,33354.59999999944,33350.09999999999,33354.59999999944,33354.59999999944,33350.09999999999,33354.59999999944,1,33354.59999999944,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
27,1746342900714,04/05/2025 07:15:00,1746317700714,-7,03/05/2025 17:15:00,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,34086.699999999066,34083.399999999994,34086.699999999066,34086.699999999066,34083.399999999994,34086.699999999066,1,34086.699999999066,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,
28,1746342901263,04/05/2025 07:15:01,1746317701263,-7,03/05/2025 17:15:01,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,34633.3,34616.7,34633.3,34633.3,34616.7,34633.3,1,34633.3,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,
29,1746342902897,04/05/2025 07:15:02,1746317702897,-7,03/05/2025 17:15:02,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,continue,,36268.800000000556,36266.8,36268.800000000556,36268.800000000556,36266.8,36268.800000000556,1,36268.800000000556,0,0,,Click To Continue,Continue Button,10,object-309,instructions_1D,,,,,,,,,,,,,,28,,,,,
30,1746342914322,04/05/2025 07:15:14,1746317714322,-7,03/05/2025 17:15:14,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,number of blocks and trials,ltk5d3,7,continue,,11428.000000000553,11416.699999999997,11428.000000000553,11428.000000000553,11416.699999999997,11428.000000000553,1,11428.000000000553,0,0,,Click To Continue,Continue Button,2,object-313,instructions_1D,,,,,,,,,,,,,,28,,,,,
31,1746342918464,04/05/2025 07:15:18,1746317718464,-7,03/05/2025 17:15:18,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,instructions_1D,start,cfmwuw,8,continue,,4153.300000000556,4149.800000000003,4153.300000000556,4153.300000000556,4149.800000000003,4153.300000000556,1,4153.300000000556,0,0,,Click To Continue,Continue Button,2,object-318,instructions_1D,,,,,,,,,,,,,,28,,,,,
32,1746342919463,04/05/2025 07:15:19,1746317719463,-7,03/05/2025 17:15:19,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,block_display,block display,k7f15e,1,timedOut,,1001.7999999994354,1000.1000000000058,1001.7999999994354,1001.7999999994354,1000.1000000000058,1001.7999999994354,1,1001.7999999994354,0,0,,Time Limit,screen,0,screen,block_display,,indent-intent,,,intent.png,indent.png,,,,,,Block 1 of 4,,28,,intent.png,indent.png,,1
33,1746342919612,04/05/2025 07:15:19,1746317719612,-7,03/05/2025 17:15:19,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,trial,150 ms pause,rz316y,1,timedOut,,150.69999999942956,150.09999999997672,150.69999999942956,150.69999999942956,150.09999999997672,150.69999999942956,1,150.69999999942956,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_4_F0_3.mp3,indent-intent,English,1,,,4,3,left_word,right_word,,,,28,,intent.png,indent.png,,1
34,1746342919613,04/05/2025 07:15:19,1746317719613,-7,03/05/2025 17:15:19,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,trial,fixation and stimuli,qfds9m,2,info,audio started,2.099999999452848,0,2.099999999452848,2.099999999452848,0,2.099999999452848,1,2.099999999452848,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_4_F0_3.mp3,indent-intent,English,1,,,4,3,left_word,right_word,,,,28,,intent.png,indent.png,,1
35,1746342920397,04/05/2025 07:15:20,1746317720397,-7,03/05/2025 17:15:20,220234,3,task-kpsz,,45845718,BLIND,13263284,,rejected - manual,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1920x1080,1920x911,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet3,,,,day 1 complete,,spreadsheet3_1D,28,,spreadsheet3_1D,1,trial,fixation and stimuli,qfds9m,2,info,audio finished,785.3000000005704,783.3000000000175,785.3000000005704,785.3000000005704,783.3000000000175,785.3000000005704,1,785.3000000005704,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_4_F0_3.mp3,indent-intent,English,1,,,4,3,left_word,right_word,,,,28,,intent.png,indent.png,,1
