"local_date","day","ID","response","reaction_time","correct","condition","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","log_rt","median_rt","mad","upper_mad","lower_mad"
"2025-03-24","1","114","different",448.89999999990687,1,"highLD","haku-haaku","different","BA","haku","haaku","F_haaku.mp3","M_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.106800145787679,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",554.2000000476837,1,"highLD","heta-hetta","same","AA","heta","hetta","F_heta.mp3","F_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.3175256325149185,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",486.39999999990687,0,"highLD","iso-isso","same","AA","iso","isso","F_iso.mp3","M_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.187031330651766,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",865.8000000477768,0,"highLD","jutaku-juutaku","same","BB","jutaku","juutaku","F_juutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.763653935063062,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",671.5999999523629,0,"highLD","kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","F_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.509662925132455,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",447.5999999761116,1,"highLD","jutaku-juutaku","same","BB","jutaku","juutaku","M_juutaku.mp3","F_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.1038999763844,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",632.5000000477303,0,"highLD","kasee-kassee","same","BB","kasee","kassee","M_kassee.mp3","F_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.449680220677138,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",919.3000000477768,1,"highLD","gaki-gakki","different","BA","gaki","gakki","M_gakki.mp3","F_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.82361251092168,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",423.4000000476371,1,"highLD","yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.048317358813276,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",983.6999999999534,0,"highLD","oto-otto","different","BA","oto","otto","M_otto.mp3","F_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.891320972518665,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",1042.6000000475906,1,"highLD","ite-itte","same","AA","ite","itte","M_ite.mp3","F_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.949472872379651,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","same",1081.9999999522695,1,"highLD","nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.986566459362313,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",655.1999999999534,0,"highLD","hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.484940532538789,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",712.9999999522697,1,"highLD","ishoku-isshoku","different","BA","ishoku","isshoku","M_isshoku.mp3","F_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.569481420347353,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-24","1","114","different",838.2999999523163,0,"highLD","obasan-obaasan","same","AA","obasan","obaasan","M_obasan.mp3","F_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.73137603158693,6.332657445324094,0.2933408024131661,7.212679852563593,5.452635038084596
"2025-03-19","1","115","same",721.4000000022352,1,"highLD","iso-isso","same","BB","iso","isso","F_isso.mp3","M_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.581193768472537,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1633.2000000022344,1,"highLD","ite-itte","different","BA","ite","itte","F_itte.mp3","F_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.398296559446789,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",582.5000000014916,1,"highLD","shiru-shiiru","same","BB","shiru","shiiru","M_shiiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.367329185442416,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",1231.4999999992542,0,"highLD","jutaku-juutaku","different","BA","jutaku","juutaku","F_juutaku.mp3","F_jutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",7.115988217559987,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",575.7000000014887,1,"highLD","yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.3555866916843495,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",723.2999999992535,1,"highLD","heta-hetta","different","AB","heta","hetta","F_heta.mp3","F_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.583824073854203,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",713.2000000007465,0,"highLD","shiru-shiiru","same","BB","shiru","shiiru","F_shiiru.mp3","M_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.569761885990032,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",521.400000001493,0,"highLD","toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.256517501502265,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",703.399999999252,0,"highLD","haku-haaku","different","BA","haku","haaku","F_haaku.mp3","F_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.555925720038819,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",370.49999999925785,1,"highLD","shiru-shiiru","different","AB","shiru","shiiru","F_shiru.mp3","F_shiiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",5.914853444734138,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",2274.899999999252,1,"highLD","ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","F_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",7.729691374374671,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",679.899999999252,1,"highLD","ojisan-ojiisan","different","AB","ojisan","ojiisan","F_ojisan.mp3","M_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.521945728531314,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1961.800000000003,1,"highLD","oto-otto","different","BA","oto","otto","M_otto.mp3","F_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.581617698130216,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",1247,1,"highLD","hasan-hassan","same","BB","hasan","hassan","F_hassan.mp3","M_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.1284959456800365,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",913.8000000014872,1,"highLD","ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.817611729130799,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1530.199999999255,1,"highLD","yusoo-yuusoo","different","AB","yusoo","yuusoo","F_yusoo.mp3","F_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",7.333153724797264,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",936.0000000014844,1,"highLD","yusoo-yuusoo","different","BA","yusoo","yuusoo","F_yuusoo.mp3","M_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.841615476479178,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1467.700000002238,0,"highLD","haken-hakken","same","BB","haken","hakken","F_hakken.mp3","M_hakken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.291451828618678,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",726.899999999252,1,"highLD","heta-hetta","same","AA","heta","hetta","F_heta.mp3","F_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.588788916489561,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",461.19999999925494,1,"highLD","obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.133831788393288,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",563.2000000014959,1,"highLD","haken-hakken","different","BA","haken","hakken","F_hakken.mp3","M_haken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.333634804846489,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1486.9999999992433,0,"highLD","hasan-hassan","same","AA","hasan","hassan","M_hasan.mp3","F_hasan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.304515946459646,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",439.8999999992666,1,"highLD","saka-sakka","same","AA","saka","sakka","F_saka.mp3","M_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.086547428353007,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",665.2000000007392,1,"highLD","haku-haaku","same","AA","haku","haaku","F_haku.mp3","M_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.500087747319884,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",470.9999999992433,1,"highLD","nishi-nisshi","same","AA","nishi","nisshi","M_nishi.mp3","M_nishi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.154858094014811,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",744.1999999992549,1,"highLD","hasan-hassan","same","AA","hasan","hassan","F_hasan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.612309815911521,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",580.3000000022294,1,"highLD","nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.363545211200404,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1002.4000000007508,0,"highLD","haken-hakken","same","BB","haken","hakken","M_hakken.mp3","F_hakken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.910152403582607,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",480.5000000007567,1,"highLD","saka-sakka","same","BB","saka","sakka","M_sakka.mp3","M_sakka.mp3","same","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.174827228411922,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",385.7000000007392,1,"highLD","haku-haaku","same","BB","haku","haaku","F_haaku.mp3","F_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",5.955059865216098,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1471.7000000007392,1,"highLD","hasan-hassan","different","BA","hasan","hassan","F_hassan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.294173474170569,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",701.9999999992433,1,"highLD","oto-otto","same","AA","oto","otto","F_oto.mp3","F_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.5539334040247335,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",2418.0000000007567,1,"highLD","heta-hetta","same","BB","heta","hetta","F_hetta.mp3","F_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.790696031175051,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",551.5999999992491,1,"highLD","saka-sakka","different","BA","saka","sakka","F_sakka.mp3","F_saka.mp3","same","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.312823145917785,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",1134.3999999999942,1,"highLD","shiru-shiiru","same","AA","shiru","shiiru","F_shiru.mp3","F_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",7.033859155777858,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",379.4999999992433,1,"highLD","ojisan-ojiisan","different","AB","ojisan","ojiisan","M_ojisan.mp3","M_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",5.938854596833691,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",795.4000000007509,1,"highLD","ful-fuul","same","BB","ful","fuul","M_fuul.mp3","M_fuul.mp3","same","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.678845132774534,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",388.1000000014901,1,"highLD","nashaTa-nashshaTa","different","AB","nashaTa","nashshaTa","F_nashaTa.mp3","F_nashshaTa.mp3","same","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",5.9612630383787,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1546.500000002241,1,"highLD","watara-wattara","different","AB","watara","wattara","F_watara.mp3","F_wattara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.343749592126573,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",327.8999999992666,1,"highLD","nashaTa-nashshaTa","same","BB","nashaTa","nashshaTa","F_nashshaTa.mp3","F_nashshaTa.mp3","same","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",5.792708683848366,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",523.8000000022294,1,"highLD","3atama-3attama","same","AA","3atama","3attama","M_3atama.mp3","M_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.261109932077868,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",337.79999999926076,1,"highLD","zinah-ziinah","same","BB","zinah","ziinah","F_ziinah.mp3","F_ziinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",5.822454004371512,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",517.3999999992666,1,"highLD","dhakara-dhakkara","different","BA","dhakara","dhakkara","F_dhakkara.mp3","F_dhakara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.248816269750511,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",1315.199999999255,0,"highLD","rasaba-rassaba","different","AB","rasaba","rassaba","F_rasaba.mp3","M_rassaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.181744024301349,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",725.5999999992782,1,"highLD","dhakara-dhakkara","same","BB","dhakara","dhakkara","M_dhakkara.mp3","F_dhakkara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.586998898799932,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",422.3999999992666,1,"highLD","dhakara-dhakkara","different","BA","dhakara","dhakkara","F_dhakkara.mp3","F_dhakara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.045952732390315,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1319.500000002212,1,"highLD","ful-fuul","different","BA","ful","fuul","F_fuul.mp3","M_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",7.185008155945055,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",1863.8999999992664,0,"highLD","rakaza-rakkaza","same","AA","rakaza","rakkaza","M_rakaza.mp3","F_rakaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.530426345737364,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",475.0999999999767,1,"highLD","3alim-3aliim","same","BB","3alim","3aliim","F_3aliim.mp3","F_3aliim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.163525308192827,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",246.70000000222353,1,"highLD","kasara-kassara","same","AA","kasara","kassara","F_kasara.mp3","F_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",5.508173023544324,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",327.79999999923166,1,"highLD","kataba-kaataba","same","BB","kataba","kaataba","F_kaataba.mp3","F_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",5.7924036663073855,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",806.1999999992549,0,"highLD","dakhala-daakhala","same","AA","dakhala","daakhala","F_dakhala.mp3","M_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.692331850682141,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",980.1000000007334,1,"highLD","sakata-sakkata","same","BB","sakata","sakkata","F_sakkata.mp3","M_sakkata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.887654607275882,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",642.5000000007567,1,"highLD","kataba-kaataba","different","AB","kataba","kaataba","M_kataba.mp3","M_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.465366816770553,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",419.30000000074506,1,"highLD","rakaza-rakkaza","different","AB","rakaza","rakkaza","F_rakaza.mp3","F_rakkaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.038586654178494,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",929.4999999992432,1,"highLD","rashada-rashshada","different","BA","rashada","rashshada","F_rashshada.mp3","M_rashada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.834646807160684,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","different",708.5000000022119,0,"highLD","kataba-kaataba","same","AA","kataba","kaataba","M_kataba.mp3","F_kataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.563150059133857,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",341.29999999923166,0,"highLD","rashada-rashshada","different","BA","rashada","rashshada","M_rashshada.mp3","M_rashada.mp3","same","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",5.83276185591041,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",497.30000000074506,0,"highLD","sakata-sakkata","different","BA","sakata","sakkata","M_sakkata.mp3","F_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.209193465722191,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",1268.9999999992433,1,"highLD","3alim-3aliim","same","AA","3alim","3aliim","F_3alim.mp3","M_3alim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",7.145984467713792,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",328.4999999992433,1,"highLD","sakata-sakkata","same","AA","sakata","sakkata","F_sakata.mp3","F_sakata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",5.794536837922362,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",289.9000000022352,1,"highLD","kataba-kaataba","same","BB","kataba","kaataba","F_kaataba.mp3","F_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",5.66953603593532,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",613.6000000000349,1,"highLD","rasaba-rassaba","same","BB","rasaba","rassaba","F_rassaba.mp3","F_rassaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.419343250053103,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
"2025-03-19","1","115","same",819.7999999999884,1,"highLD","basaTa-bassaTa","same","BB","basaTa","bassaTa","M_bassaTa.mp3","M_bassaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.709060408070223,6.388892388409475,0.5317980943100636,7.984286671339666,4.793498105479284
