"local_date","day","ID","response","reaction_time","correct","condition","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","log_rt","median_rt","mad","upper_mad","lower_mad"
"2025-03-13","1","184","same",583.2999999999302,1,"highLD","ful-fuul","same","BB","ful","fuul","M_fuul.mp3","F_fuul.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.368701633759472,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2666.79999999993,1,"highLD","nashaTa-nashshaTa","same","BB","nashaTa","nashshaTa","M_nashshaTa.mp3","M_nashshaTa.mp3","same","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.888634530743879,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",792.5999999999767,1,"highLD","basaTa-bassaTa","different","BA","basaTa","bassaTa","M_bassaTa.mp3","M_basaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.675318680756305,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1359.4000000178348,1,"highLD","matana-mattana","same","BB","matana","mattana","F_mattana.mp3","F_mattana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",7.2147987049256574,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",371.7000000178814,0,"highLD","rakaza-rakkaza","different","BA","rakaza","rakkaza","F_rakkaza.mp3","F_rakaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",5.918087077351314,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",2827.4000000238884,0,"highLD","nashaTa-nashshaTa","same","AA","nashaTa","nashshaTa","F_nashaTa.mp3","M_nashaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.947112840441381,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1333.4000000001397,1,"highLD","nashaTa-nashshaTa","different","BA","nashaTa","nashshaTa","F_nashshaTa.mp3","M_nashaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.195487350184065,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",8437.200000011944,1,"highLD","dakhala-daakhala","same","BB","dakhala","daakhala","F_daakhala.mp3","M_daakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",9.040405778994531,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",788.5,1,"highLD","sakata-sakkata","same","AA","sakata","sakkata","F_sakata.mp3","M_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.670132406403093,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1924.8000000059835,0,"highLD","3atama-3attama","different","AB","3atama","3attama","M_3atama.mp3","F_3attama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",7.562577345223523,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2070.700000011944,0,"highLD","matana-mattana","different","AB","matana","mattana","M_matana.mp3","F_mattana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",7.635641993351747,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1399.4000000059605,1,"highLD","ru7-ruu7","different","BA","ru7","ruu7","F_ruu7.mp3","M_ru7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.243798852316056,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1264.800000017858,1,"highLD","watara-wattara","different","BA","watara","wattara","F_wattara.mp3","M_watara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",7.142669285909381,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",8668.000000005937,0,"highLD","dhakara-dhakkara","different","AB","dhakara","dhakkara","F_dhakara.mp3","M_dhakkara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",9.067393362656935,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1346.2000000119442,1,"highLD","ful-fuul","different","BA","ful","fuul","F_fuul.mp3","F_ful.mp3","same","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.205041087585485,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",726.5000000059372,1,"highLD","matana-mattana","different","BA","matana","mattana","F_mattana.mp3","M_matana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.58823848301851,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",6924.300000005984,1,"highLD","zinah-ziinah","different","AB","zinah","ziinah","F_zinah.mp3","F_ziinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",8.842792242914678,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",9068.600000005914,1,"highLD","bashara-bashshara","same","AA","bashara","bashshara","F_bashara.mp3","F_bashara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",9.112573176179335,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1277.4000000059605,1,"highLD","zinah-ziinah","same","AA","zinah","ziinah","F_zinah.mp3","M_zinah.mp3","different","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",7.152582041132155,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",5365.000000023865,0,"highLD","kasara-kassara","different","BA","kasara","kassara","F_kassara.mp3","F_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",8.587651655069248,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",4882.599999999977,0,"highLD","kataba-kaataba","different","AB","kataba","kaataba","F_kataba.mp3","F_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",8.493433143851894,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1348.3000000000466,1,"highLD","dakhala-daakhala","different","BA","dakhala","daakhala","F_daakhala.mp3","M_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",7.206599818640063,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",570.7000000178814,1,"highLD","basaTa-bassaTa","same","AA","basaTa","bassaTa","M_basaTa.mp3","M_basaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.346863677573995,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1941.9000000238884,0,"highLD","nashaTa-nashshaTa","same","AA","nashaTa","nashshaTa","M_nashaTa.mp3","F_nashaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.571422154231875,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2161.7000000238186,0,"highLD","bashara-bashshara","different","BA","bashara","bashshara","M_bashshara.mp3","F_bashara.mp3","different","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.678650228175026,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",899.9000000000233,0,"highLD","nashaTa-nashshaTa","different","BA","nashaTa","nashshaTa","M_nashshaTa.mp3","M_nashaTa.mp3","same","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.802283646039928,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2131.800000017858,0,"highLD","rashada-rashshada","different","AB","rashada","rashshada","F_rashada.mp3","M_rashshada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.664721972263413,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",905.600000023842,1,"highLD","rasaba-rassaba","different","BA","rasaba","rassaba","M_rassaba.mp3","M_rasaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.808597707475246,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",537.5000000118744,1,"highLD","watara-wattara","same","AA","watara","wattara","M_watara.mp3","F_watara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.28692876002391,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",723.200000006007,1,"highLD","zinah-ziinah","same","AA","zinah","ziinah","F_zinah.mp3","F_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.583685809086273,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1271.4000000118976,1,"highLD","sakata-sakkata","different","BA","sakata","sakkata","F_sakkata.mp3","M_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",7.147873934511666,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1030.5000000238651,1,"highLD","kataba-kaataba","different","AB","kataba","kaataba","F_kataba.mp3","M_kaataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.937799400353673,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",868.9000000178348,1,"highLD","ful-fuul","different","AB","ful","fuul","M_ful.mp3","F_fuul.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.767228043865686,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",367.30000000004657,1,"highLD","dhakara-dhakkara","same","BB","dhakara","dhakkara","F_dhakkara.mp3","F_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",5.906178952825749,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",3105.5000000237487,1,"highLD","sakata-sakkata","different","AB","sakata","sakkata","F_sakata.mp3","F_sakkata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",8.040930012007005,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1056.6000000177885,0,"highLD","matana-mattana","different","BA","matana","mattana","M_mattana.mp3","F_matana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.962811484747051,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",696.4000000059605,1,"highLD","nashaTa-nashshaTa","different","AB","nashaTa","nashshaTa","F_nashaTa.mp3","M_nashshaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.545924207902593,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1284.7000000178814,1,"highLD","kataba-kaataba","same","BB","kataba","kaataba","F_kaataba.mp3","M_kaataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",7.158280507051483,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1212.9000000059605,1,"highLD","bashara-bashshara","same","AA","bashara","bashshara","F_bashara.mp3","F_bashara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.1007694653197495,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1913.9000000178348,0,"highLD","rashada-rashshada","same","BB","rashada","rashshada","F_rashshada.mp3","M_rashshada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",7.556898324053346,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",6520.400000017835,1,"highLD","watara-wattara","same","BB","watara","wattara","M_wattara.mp3","F_wattara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",8.78269100273487,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",232.6000000119675,1,"highLD","rasaba-rassaba","same","BB","rasaba","rassaba","M_rassaba.mp3","M_rassaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",5.449320240136015,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1001.6000000119676,1,"highLD","zinah-ziinah","different","BA","zinah","ziinah","M_ziinah.mp3","M_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.909354000357783,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1233.3999999999069,0,"highLD","basaTa-bassaTa","same","BB","basaTa","bassaTa","M_bassaTa.mp3","F_bassaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.117529862557317,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",581.5000000237487,1,"highLD","sakata-sakkata","same","BB","sakata","sakkata","M_sakkata.mp3","F_sakkata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.365610971999559,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",559.6999999999534,1,"highLD","kasara-kassara","same","AA","kasara","kassara","F_kasara.mp3","F_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.327400925897231,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1308,1,"highLD","dhakara-dhakkara","same","BB","dhakara","dhakkara","F_dhakkara.mp3","F_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",7.176254532017144,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",9693.000000011874,1,"highLD","ful-fuul","different","AB","ful","fuul","M_ful.mp3","M_fuul.mp3","same","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",9.179159254493833,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",1576.6000000119675,1,"highLD","kasara-kassara","different","BA","kasara","kassara","F_kassara.mp3","M_kasara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.363025908633398,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",582.9000000059605,1,"highLD","3atama-3attama","same","BB","3atama","3attama","F_3attama.mp3","F_3attama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.36801564506173,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",674.9000000059605,1,"highLD","rakaza-rakkaza","same","AA","rakaza","rakkaza","F_rakaza.mp3","M_rakaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.514564531758192,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",8900.200000000186,1,"highLD","rakaza-rakkaza","different","AB","rakaza","rakkaza","F_rakaza.mp3","F_rakkaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",9.093829027377875,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",824.5000000237487,0,"highLD","sakata-sakkata","different","BA","sakata","sakkata","M_sakkata.mp3","F_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.714777142028457,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",592.1000000238419,1,"highLD","kataba-kaataba","same","AA","kataba","kaataba","M_kataba.mp3","M_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.383675539577997,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",3712.8000000058673,1,"highLD","dakhala-daakhala","different","BA","dakhala","daakhala","M_daakhala.mp3","F_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",8.219541587928546,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1001.6999999999534,0,"highLD","bashara-bashshara","different","BA","bashara","bashshara","M_bashshara.mp3","M_bashara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.909453835617672,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",5129.699999999953,0,"highLD","rasaba-rassaba","different","AB","rasaba","rassaba","F_rasaba.mp3","M_rassaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",8.542802456922647,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",887.2000000178814,1,"highLD","matana-mattana","same","AA","matana","mattana","F_matana.mp3","M_matana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.788070436056312,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",684.8999999999069,1,"highLD","kasara-kassara","same","AA","kasara","kassara","F_kasara.mp3","F_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.529272842203723,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2847.900000017835,0,"highLD","ful-fuul","different","BA","ful","fuul","M_fuul.mp3","F_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.954337159562125,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",3707.600000000093,1,"highLD","3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",8.218140046001702,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",725.5000000237487,1,"highLD","3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.586861072356977,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",5615.900000023888,1,"highLD","watara-wattara","different","BA","watara","wattara","M_wattara.mp3","M_watara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",8.63335713928356,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1005.200000006007,1,"highLD","3alim-3aliim","same","AA","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.9129418056754135,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1764.9000000178348,1,"highLD","rasaba-rassaba","same","AA","rasaba","rassaba","F_rasaba.mp3","F_rasaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.475849310548625,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",8632.600000005914,0,"highLD","3atama-3attama","same","AA","3atama","3attama","F_3atama.mp3","F_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",9.063301013327479,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",108.10000002384186,1,"highLD","rakaza-rakkaza","same","AA","rakaza","rakkaza","M_rakaza.mp3","M_rakaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",4.6830567248657164,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",275.3000000179745,0,"highLD","3atama-3attama","different","BA","3atama","3attama","F_3attama.mp3","F_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",5.617861412213852,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2229.3000000179745,1,"highLD","3alim-3aliim","same","BB","3alim","3aliim","M_3aliim.mp3","M_3aliim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",7.709442913839596,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",716.6000000000931,1,"highLD","watara-wattara","different","AB","watara","wattara","M_watara.mp3","M_wattara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.574517804870983,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",5985.200000017881,0,"highLD","ru7-ruu7","same","BB","ru7","ruu7","F_ruu7.mp3","M_ruu7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",8.697045034312252,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",1990.200000023935,1,"highLD","3alim-3aliim","same","BB","3alim","3aliim","M_3aliim.mp3","M_3aliim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",7.595990415193088,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",2573.6000000177883,1,"highLD","ru7-ruu7","same","AA","ru7","ruu7","M_ru7.mp3","M_ru7.mp3","same","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.8530609759317285,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",8670.000000006054,1,"highLD","sakata-sakkata","same","AA","sakata","sakkata","F_sakata.mp3","F_sakata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",9.067624069775286,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",890.0000000118744,0,"highLD","matana-mattana","same","BB","matana","mattana","F_mattana.mp3","M_mattana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.791221462739528,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",619.8000000119209,1,"highLD","dhakara-dhakkara","same","AA","dhakara","dhakkara","M_dhakara.mp3","F_dhakara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.429396845372882,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","same",358.4000000178348,0,"highLD","watara-wattara","different","AB","watara","wattara","F_watara.mp3","F_wattara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",5.881649681150538,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",418.000000017928,1,"highLD","dhakara-dhakkara","different","AB","dhakara","dhakkara","M_dhakara.mp3","M_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.0354814325676465,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",2497.6999999999534,0,"highLD","dhakara-dhakkara","same","AA","dhakara","dhakkara","M_dhakara.mp3","F_dhakara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",7.8231255873965315,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
"2025-03-13","1","184","different",677.0000000237487,1,"highLD","dakhala-daakhala","different","AB","dakhala","daakhala","M_dakhala.mp3","M_daakhala.mp3","same","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.5176712729473545,7.147873934511666,0.8325821687515892,9.645620440766434,4.650127428256898
