"local_date","day","prepost","local_time","ID","participant_starting_group","pre_training_condition","post_training_condition","ax_condition","trial_number","display","screen","response_type","response","reaction_time","tag","sound","pair","language","first_dim_step","second_dim_step","left_word","right_word","reverse_scale","norm_left_word","norm_right_word","norm_response"
"2025-03-15","2","post-training","05:22:00","151",NA,"spreadsheet1","spreadsheet4","highLD",48,"trial","response","response",0,989.8999999880908,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100
"2025-03-15","2","post-training","05:22:02","151",NA,"spreadsheet1","spreadsheet4","highLD",49,"trial","response","response",100,841.1999999999825,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-15","2","post-training","05:22:04","151",NA,"spreadsheet1","spreadsheet4","highLD",50,"trial","response","response",0,749.2000000238477,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"intent","indent","yes","indent","intent",100
"2025-03-15","2","post-training","05:22:07","151",NA,"spreadsheet1","spreadsheet4","highLD",51,"trial","response","response",100,1256.799999988085,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"intent","indent","yes","indent","intent",0
"2025-03-15","2","post-training","05:22:09","151",NA,"spreadsheet1","spreadsheet4","highLD",52,"trial","response","response",100,1594.1000000000058,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0
"2025-03-15","2","post-training","05:22:11","151",NA,"spreadsheet1","spreadsheet4","highLD",53,"trial","response","response",96,1209.399999976158,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",4
"2025-03-15","2","post-training","05:22:13","151",NA,"spreadsheet1","spreadsheet4","highLD",54,"trial","response","response",0,933.4999999880674,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"intent","indent","yes","indent","intent",100
"2025-03-15","2","post-training","05:22:15","151",NA,"spreadsheet1","spreadsheet4","highLD",55,"trial","response","response",97,764.0000000119326,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",3
"2025-03-15","2","post-training","05:22:17","151",NA,"spreadsheet1","spreadsheet4","highLD",56,"trial","response","response",100,868.2000000119151,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-15","2","post-training","05:22:26","151",NA,"spreadsheet1","spreadsheet4","highLD",57,"trial","response","response",0,4422.800000011921,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:28","151",NA,"spreadsheet1","spreadsheet4","highLD",58,"trial","response","response",100,948.0999999761698,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:22:30","151",NA,"spreadsheet1","spreadsheet4","highLD",59,"trial","response","response",0,1498.8000000238535,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:32","151",NA,"spreadsheet1","spreadsheet4","highLD",60,"trial","response","response",0,961.5999999761698,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:34","151",NA,"spreadsheet1","spreadsheet4","highLD",61,"trial","response","response",0,1664.3000000238535,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:37","151",NA,"spreadsheet1","spreadsheet4","highLD",62,"trial","response","response",0,1952.100000023842,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:39","151",NA,"spreadsheet1","spreadsheet4","highLD",63,"trial","response","response",100,998.0999999761698,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:22:41","151",NA,"spreadsheet1","spreadsheet4","highLD",64,"trial","response","response",0,922.2000000238476,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:42","151",NA,"spreadsheet1","spreadsheet4","highLD",65,"trial","response","response",100,884.7999999880849,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:22:44","151",NA,"spreadsheet1","spreadsheet4","highLD",66,"trial","response","response",0,977.7000000238476,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:46","151",NA,"spreadsheet1","spreadsheet4","highLD",67,"trial","response","response",0,793.5999999761698,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:48","151",NA,"spreadsheet1","spreadsheet4","highLD",68,"trial","response","response",0,770.5,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:49","151",NA,"spreadsheet1","spreadsheet4","highLD",69,"trial","response","response",100,881.8999999880907,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:22:51","151",NA,"spreadsheet1","spreadsheet4","highLD",70,"trial","response","response",0,960.2999999880848,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:22:53","151",NA,"spreadsheet1","spreadsheet4","highLD",71,"trial","response","response",2,1166.1999999761465,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",98
"2025-03-15","2","post-training","05:22:55","151",NA,"spreadsheet1","spreadsheet4","highLD",72,"trial","response","response",100,863.999999976164,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:22:57","151",NA,"spreadsheet1","spreadsheet4","highLD",73,"trial","response","response",96,1196.399999976158,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",4
"2025-03-15","2","post-training","05:22:58","151",NA,"spreadsheet1","spreadsheet4","highLD",74,"trial","response","response",96,936.7999999999884,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",4
"2025-03-15","2","post-training","05:23:01","151",NA,"spreadsheet1","spreadsheet4","highLD",75,"trial","response","response",0,1427.199999988079,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:23:02","151",NA,"spreadsheet1","spreadsheet4","highLD",76,"trial","response","response",100,1079.7999999999884,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:23:04","151",NA,"spreadsheet1","spreadsheet4","highLD",77,"trial","response","response",100,1110.899999976158,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:23:06","151",NA,"spreadsheet1","spreadsheet4","highLD",78,"trial","response","response",96,886.3999999761581,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",4
"2025-03-15","2","post-training","05:23:08","151",NA,"spreadsheet1","spreadsheet4","highLD",79,"trial","response","response",94,1086.600000023842,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",6
"2025-03-15","2","post-training","05:23:10","151",NA,"spreadsheet1","spreadsheet4","highLD",80,"trial","response","response",0,1076.2999999999884,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:23:12","151",NA,"spreadsheet1","spreadsheet4","highLD",81,"trial","response","response",0,1158.0999999880733,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:23:14","151",NA,"spreadsheet1","spreadsheet4","highLD",82,"trial","response","response",100,1808.899999976158,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",0
"2025-03-15","2","post-training","05:23:16","151",NA,"spreadsheet1","spreadsheet4","highLD",83,"trial","response","response",0,1295.0000000119326,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:23:18","151",NA,"spreadsheet1","spreadsheet4","highLD",84,"trial","response","response",0,849.6000000238419,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100
"2025-03-15","2","post-training","05:23:36","151",NA,"spreadsheet1","spreadsheet4","highLD",85,"trial","response","response",100,3703.1999999761465,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:38","151",NA,"spreadsheet1","spreadsheet4","highLD",86,"trial","response","response",100,1155.3999999880907,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:40","151",NA,"spreadsheet1","spreadsheet4","highLD",87,"trial","response","response",0,1102.4999999880674,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:23:41","151",NA,"spreadsheet1","spreadsheet4","highLD",88,"trial","response","response",0,844.5000000119326,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:23:43","151",NA,"spreadsheet1","spreadsheet4","highLD",89,"trial","response","response",0,827.1999999880791,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:23:45","151",NA,"spreadsheet1","spreadsheet4","highLD",90,"trial","response","response",100,938.4000000000232,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:46","151",NA,"spreadsheet1","spreadsheet4","highLD",91,"trial","response","response",100,990,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:48","151",NA,"spreadsheet1","spreadsheet4","highLD",92,"trial","response","response",100,756.3999999880907,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:50","151",NA,"spreadsheet1","spreadsheet4","highLD",93,"trial","response","response",100,1559,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:52","151",NA,"spreadsheet1","spreadsheet4","highLD",94,"trial","response","response",0,1142.4000000000233,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:23:54","151",NA,"spreadsheet1","spreadsheet4","highLD",95,"trial","response","response",0,852.8000000000466,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:23:57","151",NA,"spreadsheet1","spreadsheet4","highLD",96,"trial","response","response",100,1799.9999999999418,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:23:59","151",NA,"spreadsheet1","spreadsheet4","highLD",97,"trial","response","response",0,1226.2999999880558,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:01","151",NA,"spreadsheet1","spreadsheet4","highLD",98,"trial","response","response",97,1323.4999999999418,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",3
"2025-03-15","2","post-training","05:24:02","151",NA,"spreadsheet1","spreadsheet4","highLD",99,"trial","response","response",0,845.3000000238535,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:04","151",NA,"spreadsheet1","spreadsheet4","highLD",100,"trial","response","response",0,1058.4999999761349,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:06","151",NA,"spreadsheet1","spreadsheet4","highLD",101,"trial","response","response",100,1213.2000000000116,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:08","151",NA,"spreadsheet1","spreadsheet4","highLD",102,"trial","response","response",100,865.9999999880674,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:10","151",NA,"spreadsheet1","spreadsheet4","highLD",103,"trial","response","response",100,1011.8000000000466,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:11","151",NA,"spreadsheet1","spreadsheet4","highLD",104,"trial","response","response",0,836.4999999761349,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:13","151",NA,"spreadsheet1","spreadsheet4","highLD",105,"trial","response","response",0,814.5999999761698,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:15","151",NA,"spreadsheet1","spreadsheet4","highLD",106,"trial","response","response",100,1048.7000000119442,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:17","151",NA,"spreadsheet1","spreadsheet4","highLD",107,"trial","response","response",0,801.1000000119093,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:18","151",NA,"spreadsheet1","spreadsheet4","highLD",108,"trial","response","response",0,847,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",100
"2025-03-15","2","post-training","05:24:21","151",NA,"spreadsheet1","spreadsheet4","highLD",109,"trial","response","response",100,1460.3000000238535,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:23","151",NA,"spreadsheet1","spreadsheet4","highLD",110,"trial","response","response",95,1576.5999999999767,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",5
"2025-03-15","2","post-training","05:24:25","151",NA,"spreadsheet1","spreadsheet4","highLD",111,"trial","response","response",100,1163.4999999761349,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",0
"2025-03-15","2","post-training","05:24:27","151",NA,"spreadsheet1","spreadsheet4","highLD",112,"trial","response","response",0,1166.1000000119093,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",100
"2025-03-13","1","pre-training","14:25:39","152",NA,"spreadsheet2","spreadsheet4","lowLD",1,"trial","response","response",77,4901,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"risen","reason","yes","reason","risen",23
"2025-03-13","1","pre-training","14:25:42","152",NA,"spreadsheet2","spreadsheet4","lowLD",2,"trial","response","response",90,1918,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"risen","reason","yes","reason","risen",10
"2025-03-13","1","pre-training","14:25:45","152",NA,"spreadsheet2","spreadsheet4","lowLD",3,"trial","response","response",9,1886,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"risen","reason","yes","reason","risen",91
"2025-03-13","1","pre-training","14:25:48","152",NA,"spreadsheet2","spreadsheet4","lowLD",4,"trial","response","response",14,1735,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"risen","reason","yes","reason","risen",86
"2025-03-13","1","pre-training","14:25:51","152",NA,"spreadsheet2","spreadsheet4","lowLD",5,"trial","response","response",91,2620,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"risen","reason","yes","reason","risen",9
"2025-03-13","1","pre-training","14:25:57","152",NA,"spreadsheet2","spreadsheet4","lowLD",6,"trial","response","response",19,4451,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"risen","reason","yes","reason","risen",81
"2025-03-13","1","pre-training","14:25:59","152",NA,"spreadsheet2","spreadsheet4","lowLD",7,"trial","response","response",88,1467,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"risen","reason","yes","reason","risen",12
"2025-03-13","1","pre-training","14:26:04","152",NA,"spreadsheet2","spreadsheet4","lowLD",8,"trial","response","response",7,4119,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"risen","reason","yes","reason","risen",93
"2025-03-13","1","pre-training","14:26:07","152",NA,"spreadsheet2","spreadsheet4","lowLD",9,"trial","response","response",87,1702,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"risen","reason","yes","reason","risen",13
"2025-03-13","1","pre-training","14:26:11","152",NA,"spreadsheet2","spreadsheet4","lowLD",10,"trial","response","response",82,2719,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"risen","reason","yes","reason","risen",18
"2025-03-13","1","pre-training","14:26:13","152",NA,"spreadsheet2","spreadsheet4","lowLD",11,"trial","response","response",87,1635,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"risen","reason","yes","reason","risen",13
"2025-03-13","1","pre-training","14:26:18","152",NA,"spreadsheet2","spreadsheet4","lowLD",12,"trial","response","response",20,3351,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"risen","reason","yes","reason","risen",80
"2025-03-13","1","pre-training","14:26:22","152",NA,"spreadsheet2","spreadsheet4","lowLD",13,"trial","response","response",17,3420,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"risen","reason","yes","reason","risen",83
"2025-03-13","1","pre-training","14:26:27","152",NA,"spreadsheet2","spreadsheet4","lowLD",14,"trial","response","response",19,4335,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"risen","reason","yes","reason","risen",81
"2025-03-13","1","pre-training","14:26:32","152",NA,"spreadsheet2","spreadsheet4","lowLD",15,"trial","response","response",78,3402,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"risen","reason","yes","reason","risen",22
"2025-03-13","1","pre-training","14:26:35","152",NA,"spreadsheet2","spreadsheet4","lowLD",16,"trial","response","response",16,2166,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"risen","reason","yes","reason","risen",84
"2025-03-13","1","pre-training","14:26:38","152",NA,"spreadsheet2","spreadsheet4","lowLD",17,"trial","response","response",87,2168,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"risen","reason","yes","reason","risen",13
"2025-03-13","1","pre-training","14:26:41","152",NA,"spreadsheet2","spreadsheet4","lowLD",18,"trial","response","response",90,2250,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"risen","reason","yes","reason","risen",10
"2025-03-13","1","pre-training","14:26:44","152",NA,"spreadsheet2","spreadsheet4","lowLD",19,"trial","response","response",88,2218,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"risen","reason","yes","reason","risen",12
"2025-03-13","1","pre-training","14:26:49","152",NA,"spreadsheet2","spreadsheet4","lowLD",20,"trial","response","response",20,3251,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"risen","reason","yes","reason","risen",80
"2025-03-13","1","pre-training","14:26:55","152",NA,"spreadsheet2","spreadsheet4","lowLD",21,"trial","response","response",19,5821,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"risen","reason","yes","reason","risen",81
"2025-03-13","1","pre-training","14:27:01","152",NA,"spreadsheet2","spreadsheet4","lowLD",22,"trial","response","response",87,4984,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"risen","reason","yes","reason","risen",13
"2025-03-13","1","pre-training","14:27:04","152",NA,"spreadsheet2","spreadsheet4","lowLD",23,"trial","response","response",94,1983,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"risen","reason","yes","reason","risen",6
"2025-03-13","1","pre-training","14:27:08","152",NA,"spreadsheet2","spreadsheet4","lowLD",24,"trial","response","response",12,2735,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"risen","reason","yes","reason","risen",88
"2025-03-13","1","pre-training","14:27:11","152",NA,"spreadsheet2","spreadsheet4","lowLD",25,"trial","response","response",90,1883,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"risen","reason","yes","reason","risen",10
"2025-03-13","1","pre-training","14:27:14","152",NA,"spreadsheet2","spreadsheet4","lowLD",26,"trial","response","response",7,1701,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"risen","reason","yes","reason","risen",93
"2025-03-13","1","pre-training","14:27:17","152",NA,"spreadsheet2","spreadsheet4","lowLD",27,"trial","response","response",91,2333,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"risen","reason","yes","reason","risen",9
"2025-03-13","1","pre-training","14:27:21","152",NA,"spreadsheet2","spreadsheet4","lowLD",28,"trial","response","response",14,3468,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"risen","reason","yes","reason","risen",86
"2025-03-13","1","pre-training","14:27:56","152",NA,"spreadsheet2","spreadsheet4","lowLD",29,"trial","response","response",93,2619,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",93
"2025-03-13","1","pre-training","14:27:59","152",NA,"spreadsheet2","spreadsheet4","lowLD",30,"trial","response","response",91,1917,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",91
"2025-03-13","1","pre-training","14:28:03","152",NA,"spreadsheet2","spreadsheet4","lowLD",31,"trial","response","response",25,3268,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",25
"2025-03-13","1","pre-training","14:28:06","152",NA,"spreadsheet2","spreadsheet4","lowLD",32,"trial","response","response",85,1536,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",85
"2025-03-13","1","pre-training","14:28:09","152",NA,"spreadsheet2","spreadsheet4","lowLD",33,"trial","response","response",82,1601,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",82
"2025-03-13","1","pre-training","14:28:13","152",NA,"spreadsheet2","spreadsheet4","lowLD",34,"trial","response","response",87,3454,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",87
"2025-03-13","1","pre-training","14:28:19","152",NA,"spreadsheet2","spreadsheet4","lowLD",35,"trial","response","response",79,4719,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",79
"2025-03-13","1","pre-training","14:28:22","152",NA,"spreadsheet2","spreadsheet4","lowLD",36,"trial","response","response",81,1819,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",81
"2025-03-13","1","pre-training","14:28:24","152",NA,"spreadsheet2","spreadsheet4","lowLD",37,"trial","response","response",77,1404,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",77
"2025-03-13","1","pre-training","14:28:28","152",NA,"spreadsheet2","spreadsheet4","lowLD",38,"trial","response","response",13,2501,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",13
"2025-03-13","1","pre-training","14:28:35","152",NA,"spreadsheet2","spreadsheet4","lowLD",39,"trial","response","response",23,5652,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",23
"2025-03-13","1","pre-training","14:28:38","152",NA,"spreadsheet2","spreadsheet4","lowLD",40,"trial","response","response",15,2283,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",15
"2025-03-13","1","pre-training","14:28:43","152",NA,"spreadsheet2","spreadsheet4","lowLD",41,"trial","response","response",22,4035,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",22
"2025-03-13","1","pre-training","14:28:47","152",NA,"spreadsheet2","spreadsheet4","lowLD",42,"trial","response","response",38,2935,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",38
"2025-03-13","1","pre-training","14:28:53","152",NA,"spreadsheet2","spreadsheet4","lowLD",43,"trial","response","response",82,4650,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",82
"2025-03-13","1","pre-training","14:28:57","152",NA,"spreadsheet2","spreadsheet4","lowLD",44,"trial","response","response",94,3320,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",94
"2025-03-13","1","pre-training","14:29:04","152",NA,"spreadsheet2","spreadsheet4","lowLD",45,"trial","response","response",9,5511,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",9
"2025-03-13","1","pre-training","14:29:10","152",NA,"spreadsheet2","spreadsheet4","lowLD",46,"trial","response","response",88,4885,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",88
"2025-03-13","1","pre-training","14:29:15","152",NA,"spreadsheet2","spreadsheet4","lowLD",47,"trial","response","response",19,4406.000000000058,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",19
