"day","ID","response","reaction_time","log_rt","correct","condition","language","word_pair","signal","type","sound_1","sound_2","speaker_signal","task"
"1","155","same",256.0999999999767,5.545567993205388,0,"lowLD","Japanese","hasan-hassan","different","BA","F_hassan.mp3","M_hasan.mp3","different","training"
"1","155","same",577.6999999999534,6.359054702787139,1,"lowLD","Japanese","oto-otto","same","BB","M_otto.mp3","F_otto.mp3","different","training"
"1","155","same",506.600000047707,6.227721737661746,0,"lowLD","Japanese","ite-itte","different","BA","M_itte.mp3","F_ite.mp3","different","training"
"1","155","same",291.50000014307443,5.675040006281368,1,"lowLD","Japanese","toshin-tosshin","same","BB","M_tosshin.mp3","M_tosshin.mp3","same","training"
"1","155","different",683.1999999999534,6.526787642474292,1,"lowLD","Japanese","haku-haaku","different","BA","F_haaku.mp3","F_haku.mp3","same","training"
"1","155","same",1104.0000000477305,7.006695226880275,1,"lowLD","Japanese","saka-sakka","same","AA","M_saka.mp3","F_saka.mp3","different","training"
"1","155","same",595.8000000000466,6.38990504027926,0,"lowLD","Japanese","toshin-tosshin","different","AB","F_toshin.mp3","M_tosshin.mp3","different","training"
"1","155","different",1196.0000001906883,7.0867379346700154,1,"lowLD","Japanese","hasan-hassan","different","BA","M_hassan.mp3","M_hasan.mp3","same","training"
"1","155","different",771.700000095414,6.648595873587198,0,"lowLD","Japanese","kasee-kassee","same","BB","F_kassee.mp3","M_kassee.mp3","different","training"
"1","155","same",426.100000047707,6.054674060617828,1,"lowLD","Japanese","jutaku-juutaku","same","BB","F_juutaku.mp3","F_juutaku.mp3","same","training"
"1","155","same",997.3000000000466,6.905051627407869,1,"lowLD","Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","training"
"1","155","same",635.5000001430744,6.454412090854645,0,"lowLD","Japanese","haku-haaku","different","BA","M_haaku.mp3","M_haku.mp3","same","training"
"1","155","same",248.700000095414,5.51624735119301,1,"lowLD","Japanese","toshin-tosshin","same","BB","F_tosshin.mp3","M_tosshin.mp3","different","training"
"1","155","different",432.7000000476837,6.07004464734104,1,"lowLD","Japanese","oto-otto","different","AB","M_oto.mp3","F_otto.mp3","different","training"
"1","155","same",387.50000009534415,5.959715849039451,0,"lowLD","Japanese","shiru-shiiru","different","BA","F_shiiru.mp3","M_shiru.mp3","different","training"
"1","155","different",216.69999999995343,5.378513908542098,0,"lowLD","Japanese","haku-haaku","same","BB","F_haaku.mp3","M_haaku.mp3","different","training"
"1","155","same",876.5000001906883,6.775936704578846,0,"lowLD","Japanese","heta-hetta","different","AB","M_heta.mp3","F_hetta.mp3","different","training"
"1","155","different",513.9000000953674,6.24202869418376,0,"lowLD","Japanese","ishoku-isshoku","same","BB","F_isshoku.mp3","M_isshoku.mp3","different","training"
"1","155","same",402.4000001907116,5.997446619259465,1,"lowLD","Japanese","ite-itte","same","AA","F_ite.mp3","M_ite.mp3","different","training"
"1","155","same",412.10000019078143,6.021266038807721,0,"lowLD","Japanese","ishoku-isshoku","different","AB","F_ishoku.mp3","M_isshoku.mp3","different","training"
"1","155","same",316.3000001430046,5.75669113076372,1,"lowLD","Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","training"
"1","155","same",452.5000000477303,6.114787763245462,1,"lowLD","Japanese","iso-isso","same","AA","M_iso.mp3","F_iso.mp3","different","training"
"1","155","different",1220.0000001906883,7.106606137883604,0,"lowLD","Japanese","jutaku-juutaku","same","AA","M_jutaku.mp3","F_jutaku.mp3","different","training"
"1","155","same",587.600000047707,6.376046444380912,0,"lowLD","Japanese","gaki-gakki","different","AB","M_gaki.mp3","F_gakki.mp3","different","training"
"1","155","same",660.7000001430279,6.493299879252319,1,"lowLD","Japanese","iso-isso","same","BB","M_isso.mp3","M_isso.mp3","same","training"
"1","155","same",1619.4000000476371,7.389810989281431,0,"lowLD","Japanese","gaki-gakki","different","BA","M_gakki.mp3","F_gaki.mp3","different","training"
"1","155","different",926.9000000476371,6.831845684933181,1,"lowLD","Japanese","saka-sakka","different","AB","M_saka.mp3","F_sakka.mp3","different","training"
"1","155","same",406.0000001906883,6.006353160071408,1,"lowLD","Japanese","kasee-kassee","same","AA","M_kasee.mp3","M_kasee.mp3","same","training"
"1","155","different",1909.4000000953672,7.554544335613879,0,"lowLD","Japanese","haken-hakken","same","AA","F_haken.mp3","M_haken.mp3","different","training"
"1","155","same",319.4000001430977,5.766444236228932,1,"lowLD","Japanese","gaki-gakki","same","AA","M_gaki.mp3","F_gaki.mp3","different","training"
"1","155","same",1166.1000001430511,7.0614201266489625,1,"lowLD","Japanese","haken-hakken","same","AA","M_haken.mp3","F_haken.mp3","different","training"
"1","155","different",999.6000001907814,6.907355199151655,1,"lowLD","Japanese","gaki-gakki","different","AB","F_gaki.mp3","M_gakki.mp3","different","training"
"1","155","same",1328.000000095344,7.191429330108174,1,"lowLD","Japanese","yusoo-yuusoo","same","AA","M_yusoo.mp3","F_yusoo.mp3","different","training"
"1","155","same",353.5000000477303,5.8678834854716495,1,"lowLD","Japanese","saka-sakka","same","BB","M_sakka.mp3","M_sakka.mp3","same","training"
"1","155","different",418.8000000953907,6.0373934792241535,1,"lowLD","Japanese","iso-isso","different","BA","F_isso.mp3","F_iso.mp3","same","training"
"1","155","different",1074.6000000953209,6.979703778383425,0,"lowLD","Japanese","obasan-obaasan","same","BB","F_obaasan.mp3","M_obaasan.mp3","different","training"
"1","155","different",388.0000000477303,5.96100533974629,1,"lowLD","Japanese","obasan-obaasan","different","BA","M_obaasan.mp3","M_obasan.mp3","same","training"
"1","155","different",525.9000000000233,6.265111080595343,1,"lowLD","Japanese","shiru-shiiru","different","AB","F_shiru.mp3","F_shiiru.mp3","same","training"
"1","155","same",422.20000019075815,6.04547913586604,1,"lowLD","Japanese","shiru-shiiru","same","BB","F_shiiru.mp3","M_shiiru.mp3","different","training"
"1","155","different",372.30000019073486,5.919699981390986,1,"lowLD","Japanese","nishi-nisshi","different","AB","M_nishi.mp3","M_nisshi.mp3","same","training"
"1","155","different",1029.4000000476371,6.93673138726493,0,"lowLD","Japanese","ishoku-isshoku","same","BB","F_isshoku.mp3","F_isshoku.mp3","same","training"
"1","155","same",220.00000004773028,5.393627546569317,0,"lowLD","Japanese","ojisan-ojiisan","different","AB","M_ojisan.mp3","F_ojiisan.mp3","different","training"
"1","155","different",183.60000000009313,5.212759478186897,1,"lowLD","Japanese","ojisan-ojiisan","different","AB","F_ojisan.mp3","M_ojiisan.mp3","different","training"
"1","155","different",1332.5000000477305,7.19481215607582,1,"lowLD","Japanese","iso-isso","different","BA","F_isso.mp3","M_iso.mp3","different","training"
"1","155","same",398.60000009532087,5.987958408017834,1,"lowLD","Japanese","jutaku-juutaku","same","BB","M_juutaku.mp3","M_juutaku.mp3","same","training"
"1","155","different",2733.5999999998603,7.913374700801031,0,"lowLD","Japanese","ishoku-isshoku","same","BB","M_isshoku.mp3","M_isshoku.mp3","same","training"
"1","155","same",346.9000001430977,5.849036554388208,1,"lowLD","Japanese","jutaku-juutaku","same","BB","M_juutaku.mp3","M_juutaku.mp3","same","training"
"1","155","same",475.4000001430977,6.164156555227098,1,"lowLD","Japanese","hasan-hassan","same","AA","M_hasan.mp3","F_hasan.mp3","different","training"
"1","155","different",2011.3000000476604,7.606536558182872,1,"lowLD","Japanese","yusoo-yuusoo","different","AB","F_yusoo.mp3","M_yuusoo.mp3","different","training"
"1","155","same",508.9000000000233,6.232251533594833,1,"lowLD","Japanese","iso-isso","same","BB","F_isso.mp3","M_isso.mp3","different","training"
"1","155","different",1813.4000000000233,7.502958815211969,0,"lowLD","Japanese","toshin-tosshin","same","BB","F_tosshin.mp3","M_tosshin.mp3","different","training"
"1","155","different",530.3000000953907,6.273442884322965,1,"lowLD","Japanese","heta-hetta","different","BA","F_hetta.mp3","M_heta.mp3","different","training"
"1","155","same",292.9000001907116,5.679831254484803,1,"lowLD","Japanese","yusoo-yuusoo","same","AA","F_yusoo.mp3","F_yusoo.mp3","same","training"
"1","155","same",477.0000001430744,6.167516491188287,1,"lowLD","Japanese","ojisan-ojiisan","same","AA","F_ojisan.mp3","F_ojisan.mp3","same","training"
"1","155","different",1543.3000000476604,7.341678259937668,1,"lowLD","Japanese","oto-otto","different","BA","F_otto.mp3","M_oto.mp3","different","training"
"1","155","different",356.40000009536743,5.87605369586424,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","M_ojisan.mp3","same","training"
"1","155","different",581.5,6.365610971958719,1,"lowLD","Japanese","hasan-hassan","different","BA","M_hassan.mp3","M_hasan.mp3","same","training"
"1","155","same",420.600000047707,6.041682263382025,0,"lowLD","Japanese","hasan-hassan","different","AB","F_hasan.mp3","F_hassan.mp3","same","training"
"1","155","same",653.2000001907581,6.481883361388347,1,"lowLD","Japanese","saka-sakka","same","BB","F_sakka.mp3","M_sakka.mp3","different","training"
"1","155","same",157.10000019078143,5.05688254647597,1,"lowLD","Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","training"
"1","155","same",339.40000009536743,5.827179353081115,1,"lowLD","Japanese","iso-isso","same","BB","F_isso.mp3","F_isso.mp3","same","training"
"1","155","same",403.5000000477303,6.000176487828294,1,"lowLD","Japanese","saka-sakka","same","AA","F_saka.mp3","M_saka.mp3","different","training"
"1","155","same",467.5,6.147399348728742,0,"lowLD","Japanese","nishi-nisshi","different","BA","M_nisshi.mp3","M_nishi.mp3","same","training"
"1","155","different",1145.9000001430977,7.04394563355728,1,"lowLD","Japanese","saka-sakka","different","BA","M_sakka.mp3","F_saka.mp3","different","training"
"1","155","different",2168.100000095321,7.681606487001011,0,"lowLD","Japanese","toshin-tosshin","same","AA","F_toshin.mp3","M_toshin.mp3","different","training"
"1","155","same",340.200000095414,5.829533680242226,1,"lowLD","Japanese","oto-otto","same","AA","F_oto.mp3","M_oto.mp3","different","training"
"1","155","different",473.700000095414,6.160574210131129,1,"lowLD","Japanese","obasan-obaasan","different","BA","M_obaasan.mp3","F_obasan.mp3","different","training"
"1","155","different",441.5000001906883,6.090178020475925,1,"lowLD","Japanese","jutaku-juutaku","different","BA","M_juutaku.mp3","F_jutaku.mp3","different","training"
"1","155","different",570.8000000953907,6.347038885769799,1,"lowLD","Japanese","obasan-obaasan","different","AB","F_obasan.mp3","F_obaasan.mp3","same","training"
"1","155","same",1114.6000001907814,7.016250875306602,1,"lowLD","Japanese","gaki-gakki","same","BB","F_gakki.mp3","M_gakki.mp3","different","training"
"1","155","same",356.10000014305115,5.875211590685448,1,"lowLD","Japanese","haken-hakken","same","BB","F_hakken.mp3","F_hakken.mp3","same","training"
"1","155","same",1373.6999999999534,7.225263108331125,0,"lowLD","Japanese","jutaku-juutaku","different","AB","F_jutaku.mp3","F_juutaku.mp3","same","training"
"1","155","different",656,6.486160788944089,1,"lowLD","Japanese","haku-haaku","different","AB","F_haku.mp3","F_haaku.mp3","same","training"
"1","155","same",1310.0000000477305,7.177782416231633,1,"lowLD","Japanese","ite-itte","same","AA","M_ite.mp3","M_ite.mp3","same","training"
"1","155","same",1073.9000000000233,6.9790521608641924,1,"lowLD","Japanese","iso-isso","same","AA","M_iso.mp3","F_iso.mp3","different","training"
"1","155","different",1140.8000000000466,7.0394850496600725,1,"lowLD","Japanese","ishoku-isshoku","different","BA","M_isshoku.mp3","F_ishoku.mp3","different","training"
"1","155","same",425.3000001430046,6.052794802595832,1,"lowLD","Japanese","obasan-obaasan","same","AA","F_obasan.mp3","F_obasan.mp3","same","training"
"1","155","different",2381.5000001906883,7.775485820320986,0,"lowLD","Japanese","ojisan-ojiisan","same","BB","F_ojiisan.mp3","F_ojiisan.mp3","same","training"
"1","155","same",791.7000000476837,6.674182532237618,0,"lowLD","Japanese","haku-haaku","different","BA","M_haaku.mp3","F_haku.mp3","different","training"
"1","155","same",471.9000000476371,6.156767098833289,0,"lowLD","Japanese","nishi-nisshi","different","BA","M_nisshi.mp3","M_nishi.mp3","same","training"
"1","155","different",398.80000019073486,5.988460038565956,1,"lowLD","Japanese","iso-isso","different","AB","M_iso.mp3","F_isso.mp3","different","training"
"1","155","same",711.7000001907581,6.5676564745732575,1,"lowLD","Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","M_ishoku.mp3","same","training"
"1","155","same",335.10000014305115,5.8144289951701555,0,"lowLD","Japanese","haken-hakken","different","AB","M_haken.mp3","F_hakken.mp3","different","training"
"1","155","different",572.0000000953441,6.349138991546483,1,"lowLD","Japanese","shiru-shiiru","different","AB","M_shiru.mp3","M_shiiru.mp3","same","training"
"1","155","same",365.10000009532087,5.900171288922673,1,"lowLD","Japanese","haken-hakken","same","BB","F_hakken.mp3","M_hakken.mp3","different","training"
"1","155","different",554.9000001430977,6.318787917589736,1,"lowLD","Japanese","haku-haaku","different","AB","M_haku.mp3","M_haaku.mp3","same","training"
"1","155","different",402.0000001430744,5.9964520889749275,1,"lowLD","Japanese","toshin-tosshin","different","BA","F_tosshin.mp3","F_toshin.mp3","same","training"
"1","155","different",416.9000000000233,6.032846384886807,1,"lowLD","Japanese","yusoo-yuusoo","different","BA","M_yuusoo.mp3","M_yusoo.mp3","same","training"
"1","155","same",548.7000001907581,6.307551844412584,1,"lowLD","Japanese","haken-hakken","same","AA","M_haken.mp3","F_haken.mp3","different","training"
"1","155","same",2669.1999999999534,7.889534081029434,1,"lowLD","Japanese","nishi-nisshi","same","BB","M_nisshi.mp3","M_nisshi.mp3","same","training"
"1","155","different",396.7000001906418,5.983180328000854,1,"lowLD","Japanese","jutaku-juutaku","different","BA","F_juutaku.mp3","F_jutaku.mp3","same","training"
"1","155","different",601.6000001907814,6.3995927729527535,1,"lowLD","Japanese","shiru-shiiru","different","AB","M_shiru.mp3","M_shiiru.mp3","same","training"
"1","155","different",537.5,6.2869287600018176,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","F_ojiisan.mp3","F_ojisan.mp3","same","training"
"1","155","different",611.3000000000466,6.415587837034756,1,"lowLD","Japanese","kasee-kassee","different","BA","F_kassee.mp3","M_kasee.mp3","different","training"
"1","155","same",746.4000001430977,6.615261649724851,0,"lowLD","Japanese","haken-hakken","different","BA","F_hakken.mp3","M_haken.mp3","different","training"
"1","155","different",1025.8000001430046,6.933228075094576,1,"lowLD","Japanese","saka-sakka","different","BA","F_sakka.mp3","F_saka.mp3","same","training"
"1","155","same",1247.8999999999069,7.129217417513734,1,"lowLD","Japanese","ojisan-ojiisan","same","AA","F_ojisan.mp3","M_ojisan.mp3","different","training"
"1","155","different",358.10000019078143,5.880812277537148,0,"lowLD","Japanese","shiru-shiiru","same","BB","M_shiiru.mp3","M_shiiru.mp3","same","training"
"1","155","different",343.2000001431443,5.838313368030894,1,"lowLD","Japanese","haken-hakken","different","BA","F_hakken.mp3","F_haken.mp3","same","training"
"1","155","different",442.2000001431443,6.091762268747055,1,"lowLD","Japanese","haken-hakken","different","AB","F_haken.mp3","F_hakken.mp3","same","training"
"1","155","same",454.30000000004657,6.11875777276546,1,"lowLD","Japanese","shiru-shiiru","same","AA","F_shiru.mp3","F_shiru.mp3","same","training"
"1","155","different",671.1000001907814,6.508918157448475,0,"lowLD","Japanese","gaki-gakki","same","BB","M_gakki.mp3","M_gakki.mp3","same","training"
"1","155","same",1470.1999999999534,7.293153724939955,0,"lowLD","Japanese","kasee-kassee","different","BA","M_kassee.mp3","F_kasee.mp3","different","training"
"1","155","different",766.7000000001863,6.642095590565091,1,"lowLD","Japanese","haken-hakken","different","AB","F_haken.mp3","M_hakken.mp3","different","training"
"1","155","same",459.400000190828,6.129921290670383,1,"lowLD","Japanese","oto-otto","same","BB","M_otto.mp3","M_otto.mp3","same","training"
"1","155","same",624.9000000953674,6.437591637087649,1,"lowLD","Japanese","obasan-obaasan","same","BB","M_obaasan.mp3","M_obaasan.mp3","same","training"
"1","155","same",1572.4000000953674,7.360358393608356,1,"lowLD","Japanese","haku-haaku","same","AA","F_haku.mp3","M_haku.mp3","different","training"
"1","155","same",2537.1000001907814,7.838776975531483,0,"lowLD","Japanese","toshin-tosshin","different","AB","M_toshin.mp3","F_tosshin.mp3","different","training"
"1","155","different",1465.3000000952743,7.289815278709,0,"lowLD","Japanese","oto-otto","same","BB","F_otto.mp3","F_otto.mp3","same","training"
"1","155","different",918.3000001907347,6.822524134827181,1,"lowLD","Japanese","jutaku-juutaku","different","AB","M_jutaku.mp3","F_juutaku.mp3","different","training"
"1","155","different",956.2000000476836,6.862967096241871,1,"lowLD","Japanese","saka-sakka","different","AB","M_saka.mp3","M_sakka.mp3","same","training"
"1","155","different",551.000000142958,6.311734809412366,1,"lowLD","Japanese","saka-sakka","different","AB","F_saka.mp3","M_sakka.mp3","different","training"
"1","155","same",248.10000014305115,5.513831891274342,0,"lowLD","Japanese","toshin-tosshin","different","BA","F_tosshin.mp3","M_toshin.mp3","different","training"
"1","155","same",1522.9000000476371,7.328371690888925,1,"lowLD","Japanese","hasan-hassan","same","AA","F_hasan.mp3","M_hasan.mp3","different","training"
"1","156","different",2396.900000095367,7.781931514788733,1,"highLD","MSA","3alim-3aliim","different","AB","M_3alim.mp3","M_3aliim.mp3","same","training"
"1","156","same",1664.9000000238411,7.417520340565126,0,"highLD","MSA","dhakara-dhakkara","different","BA","M_dhakkara.mp3","M_dhakara.mp3","same","training"
"1","156","same",1415.900000071524,7.25552065034144,1,"highLD","MSA","matana-mattana","same","BB","F_mattana.mp3","M_mattana.mp3","different","training"
"1","156","different",993.6999999999972,6.901435350237315,0,"highLD","MSA","dhakara-dhakkara","same","BB","M_dhakkara.mp3","F_dhakkara.mp3","different","training"
"1","156","same",1072.900000071524,6.978120541709365,1,"highLD","MSA","rakaza-rakkaza","same","BB","F_rakkaza.mp3","M_rakkaza.mp3","different","training"
"1","156","same",985.5999999999984,6.893250592779253,1,"highLD","MSA","zinah-ziinah","same","AA","M_zinah.mp3","M_zinah.mp3","same","training"
"1","156","same",1322.5000000238433,7.187279163750484,1,"highLD","MSA","3alim-3aliim","same","AA","M_3alim.mp3","F_3alim.mp3","different","training"
"1","156","different",714.3000000715256,6.571303042261061,1,"highLD","MSA","3alim-3aliim","different","AB","M_3alim.mp3","M_3aliim.mp3","same","training"
"1","156","same",583.8000000476823,6.3695584585016904,1,"highLD","MSA","bashara-bashshara","same","AA","M_bashara.mp3","M_bashara.mp3","same","training"
"1","156","same",1359.0000000238433,7.2145044141686885,1,"highLD","MSA","matana-mattana","same","BB","M_mattana.mp3","F_mattana.mp3","different","training"
"1","156","same",1898.4000000715312,7.548766705159234,1,"highLD","MSA","rasaba-rassaba","same","BB","F_rassaba.mp3","M_rassaba.mp3","different","training"
"1","156","different",2097.600000023842,7.648549113020802,1,"highLD","MSA","rakaza-rakkaza","different","BA","F_rakkaza.mp3","M_rakaza.mp3","different","training"
"1","156","different",1055.8999999999942,6.962148762812463,1,"highLD","MSA","3atama-3attama","different","AB","M_3atama.mp3","F_3attama.mp3","different","training"
"1","156","same",764.000000023836,6.63856778919772,0,"highLD","MSA","3atama-3attama","different","BA","M_3attama.mp3","M_3atama.mp3","same","training"
"1","156","same",845.6000000476779,6.740046434612411,1,"highLD","MSA","dhakara-dhakkara","same","AA","F_dhakara.mp3","F_dhakara.mp3","same","training"
"1","156","same",1551.8000000953616,7.347170826521301,1,"highLD","MSA","zinah-ziinah","same","BB","F_ziinah.mp3","M_ziinah.mp3","different","training"
"1","156","same",743.5000000953733,6.611368766028486,1,"highLD","MSA","dakhala-daakhala","same","BB","M_daakhala.mp3","F_daakhala.mp3","different","training"
"1","156","same",1079.5000000953733,6.984253250043212,1,"highLD","MSA","kasara-kassara","same","BB","F_kassara.mp3","M_kassara.mp3","different","training"
"1","156","same",1200.800000023839,7.090743280339105,0,"highLD","MSA","ful-fuul","different","AB","F_ful.mp3","M_fuul.mp3","different","training"
"1","156","same",702.5999999999913,6.554787739831714,1,"highLD","MSA","ful-fuul","same","BB","F_fuul.mp3","F_fuul.mp3","same","training"
"1","156","different",1069.0000000000146,6.9744789110250585,0,"highLD","MSA","ful-fuul","same","BB","F_fuul.mp3","M_fuul.mp3","different","training"
"1","156","different",2547,7.842671474979457,1,"highLD","MSA","ru7-ruu7","different","AB","F_ru7.mp3","M_ruu7.mp3","different","training"
"1","156","same",923.6000000715284,6.828279077557785,1,"highLD","MSA","kataba-kaataba","same","BB","M_kaataba.mp3","F_kaataba.mp3","different","training"
"1","156","different",1431.2000000953703,7.266268532261146,1,"highLD","MSA","watara-wattara","different","AB","M_watara.mp3","F_wattara.mp3","different","training"
"1","156","different",1498.7999999999884,7.3124200669195245,1,"highLD","MSA","bashara-bashshara","different","AB","F_bashara.mp3","F_bashshara.mp3","same","training"
"1","156","same",1064.2000000476835,6.969978622207075,0,"highLD","MSA","rashada-rashshada","different","BA","M_rashshada.mp3","F_rashada.mp3","different","training"
"1","156","same",466.90000009536743,6.146115102181148,1,"highLD","MSA","sakata-sakkata","same","BB","M_sakkata.mp3","M_sakkata.mp3","same","training"
"1","156","same",606.9000000238302,6.408364032881075,0,"highLD","MSA","rashada-rashshada","different","AB","M_rashada.mp3","F_rashshada.mp3","different","training"
"1","156","different",795.7000000476837,6.679222230443416,1,"highLD","MSA","ru7-ruu7","different","BA","M_ruu7.mp3","M_ru7.mp3","same","training"
"1","156","same",1405.8000000238535,7.2483618147587725,1,"highLD","MSA","kasara-kassara","same","AA","F_kasara.mp3","M_kasara.mp3","different","training"
"1","156","same",851,6.7464121285733745,1,"highLD","MSA","3atama-3attama","same","AA","M_3atama.mp3","F_3atama.mp3","different","training"
"1","156","same",801.5000000715372,6.686484972138862,0,"highLD","MSA","matana-mattana","different","AB","F_matana.mp3","F_mattana.mp3","same","training"
"1","156","same",828.2000000715198,6.719254671197823,0,"highLD","MSA","dakhala-daakhala","different","BA","M_daakhala.mp3","F_dakhala.mp3","different","training"
"1","156","different",793.2000000715198,6.676075396735807,1,"highLD","MSA","ful-fuul","different","BA","M_fuul.mp3","M_ful.mp3","same","training"
"1","156","same",1435.500000023836,7.2692684995777235,1,"highLD","MSA","basaTa-bassaTa","same","BB","M_bassaTa.mp3","M_bassaTa.mp3","same","training"
"1","156","different",1008.600000023842,6.916318509666263,0,"highLD","MSA","3atama-3attama","same","BB","F_3attama.mp3","M_3attama.mp3","different","training"
"1","156","different",1998.100000095379,7.599952008053822,1,"highLD","Japanese","kasee-kassee","different","BA","M_kassee.mp3","F_kasee.mp3","different","training"
"1","156","different",2120.5,7.659407188914646,1,"highLD","Japanese","shiru-shiiru","different","BA","M_shiiru.mp3","F_shiru.mp3","different","training"
"1","156","different",1003.1999999999824,6.910950169878639,1,"highLD","Japanese","hasan-hassan","different","AB","F_hasan.mp3","F_hassan.mp3","same","training"
"1","156","different",764.7000000238477,6.639483600081365,1,"highLD","Japanese","toshin-tosshin","different","BA","F_tosshin.mp3","F_toshin.mp3","same","training"
"1","156","same",1506.5000000953733,7.317544358633664,1,"highLD","Japanese","haku-haaku","same","BB","F_haaku.mp3","M_haaku.mp3","different","training"
"1","156","same",617.7000000476837,6.426002902779049,1,"highLD","Japanese","iso-isso","same","AA","F_iso.mp3","F_iso.mp3","same","training"
"1","156","different",975.7000000953558,6.883155162211635,1,"highLD","Japanese","gaki-gakki","different","BA","F_gakki.mp3","F_gaki.mp3","same","training"
"1","156","same",600.2000000000116,6.397262933006286,1,"highLD","Japanese","yusoo-yuusoo","same","BB","M_yuusoo.mp3","M_yuusoo.mp3","same","training"
"1","156","different",663.7999999999884,6.4979808992858565,0,"highLD","Japanese","kasee-kassee","same","AA","M_kasee.mp3","F_kasee.mp3","different","training"
"1","156","same",1828.3000000476604,7.511141852360527,0,"highLD","Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","training"
"1","156","different",1362.5000000238651,7.217076526554915,0,"highLD","Japanese","iso-isso","same","BB","F_isso.mp3","M_isso.mp3","different","training"
"1","156","same",598.2000000000116,6.393925146195867,0,"highLD","Japanese","ishoku-isshoku","different","AB","M_ishoku.mp3","F_isshoku.mp3","different","training"
"1","156","same",655.3000000715256,6.4850931461546,1,"highLD","Japanese","haku-haaku","same","AA","F_haku.mp3","F_haku.mp3","same","training"
"1","156","different",607.5000000715372,6.40935217533246,1,"highLD","Japanese","haku-haaku","different","BA","M_haaku.mp3","M_haku.mp3","same","training"
"1","156","same",1106.100000023842,7.008595593929764,1,"highLD","Japanese","ite-itte","same","AA","M_ite.mp3","M_ite.mp3","same","training"
"1","156","different",759.5000000238651,6.63266032206725,0,"highLD","Japanese","toshin-tosshin","same","BB","M_tosshin.mp3","F_tosshin.mp3","different","training"
"1","156","different",1647.3000000953907,7.406892863010844,1,"highLD","Japanese","ite-itte","different","AB","M_ite.mp3","M_itte.mp3","same","training"
"1","156","same",1971.7999999999884,7.586702110140935,1,"highLD","Japanese","haku-haaku","same","AA","M_haku.mp3","F_haku.mp3","different","training"
"1","156","different",1669.2000000000116,7.420099748717404,1,"highLD","Japanese","yusoo-yuusoo","different","BA","M_yuusoo.mp3","F_yusoo.mp3","different","training"
"1","156","same",817.4000000000233,6.706128571130205,1,"highLD","Japanese","gaki-gakki","same","AA","M_gaki.mp3","M_gaki.mp3","same","training"
"1","156","same",1035.7000000000116,6.942832805594844,1,"highLD","Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","training"
"1","156","different",652.6000000000349,6.4809643841592735,1,"highLD","Japanese","haku-haaku","different","AB","M_haku.mp3","F_haaku.mp3","different","training"
"1","156","same",866.100000047707,6.764000375392081,0,"highLD","Japanese","ishoku-isshoku","different","BA","F_isshoku.mp3","M_ishoku.mp3","different","training"
"1","156","different",1008.600000071514,6.91631850971353,1,"highLD","Japanese","nishi-nisshi","different","BA","M_nisshi.mp3","M_nishi.mp3","same","training"
"1","156","different",2305.6999999999534,7.743139596962547,1,"highLD","Japanese","haken-hakken","different","BA","M_hakken.mp3","F_haken.mp3","different","training"
"1","156","same",486.2000000000117,6.186620061882047,1,"highLD","Japanese","toshin-tosshin","same","AA","F_toshin.mp3","F_toshin.mp3","same","training"
"1","156","same",1049.9000000715023,6.956450200589,1,"highLD","Japanese","shiru-shiiru","same","AA","M_shiru.mp3","F_shiru.mp3","different","training"
"1","156","different",1775.4000000238302,7.481781028647641,1,"highLD","Japanese","heta-hetta","different","BA","M_hetta.mp3","F_heta.mp3","different","training"
"1","156","different",897.2999999999884,6.799390254303999,1,"highLD","Japanese","oto-otto","different","BA","F_otto.mp3","F_oto.mp3","same","training"
"1","156","same",517.7999999999884,6.249589067317415,1,"highLD","Japanese","obasan-obaasan","same","BB","F_obaasan.mp3","F_obaasan.mp3","same","training"
"1","156","same",715.2000000000116,6.572562223859321,1,"highLD","Japanese","obasan-obaasan","same","BB","F_obaasan.mp3","F_obaasan.mp3","same","training"
"1","156","same",667.9000000000233,6.504138461731626,1,"highLD","Japanese","ite-itte","same","BB","M_itte.mp3","M_itte.mp3","same","training"
"1","156","same",576.0000000715372,6.356107660820088,1,"highLD","Japanese","saka-sakka","same","AA","M_saka.mp3","M_saka.mp3","same","training"
"1","156","different",1042.3000000953907,6.949185088836796,1,"highLD","Japanese","oto-otto","different","AB","F_oto.mp3","M_otto.mp3","different","training"
"1","156","different",1066.0000000715372,6.971668604792898,1,"highLD","Japanese","hasan-hassan","different","BA","M_hassan.mp3","M_hasan.mp3","same","training"
"1","156","same",569.2999999999884,6.344407535957016,1,"highLD","Japanese","saka-sakka","same","BB","F_sakka.mp3","F_sakka.mp3","same","training"
"1","156","different",597.8000000238535,6.39325624988974,1,"highLD","Japanese","oto-otto","different","AB","M_oto.mp3","F_otto.mp3","different","training"
"1","156","same",685.5999999999767,6.5302943672835365,1,"highLD","Japanese","oto-otto","same","BB","M_otto.mp3","F_otto.mp3","different","training"
