ID	ax_condition	day	prepost	language	pair	second_dim_step	first_dim_step	norm_response	pred
149	highLD	1	pre-training	English	indent-intent	3	4	100	43.9920658575083
149	highLD	1	pre-training	English	indent-intent	3	4	100	43.9920658575083
149	highLD	1	pre-training	English	indent-intent	3	4	0	43.9920658575083
149	highLD	1	pre-training	English	indent-intent	3	4	0	43.9920658575083
149	highLD	1	pre-training	English	indent-intent	3	5	100	85.9007371696862
149	highLD	1	pre-training	English	indent-intent	3	5	100	85.9007371696862
149	highLD	1	pre-training	English	indent-intent	3	5	100	85.9007371696862
149	highLD	1	pre-training	English	indent-intent	3	5	14	85.9007371696862
149	highLD	1	pre-training	English	indent-intent	3	6	100	96.9459006299035
149	highLD	1	pre-training	English	indent-intent	3	6	100	96.9459006299035
149	highLD	1	pre-training	English	indent-intent	3	6	100	96.9459006299035
149	highLD	1	pre-training	English	indent-intent	3	6	100	96.9459006299035
149	highLD	1	pre-training	English	indent-intent	3	7	100	98.4599783022674
149	highLD	1	pre-training	English	indent-intent	3	7	100	98.4599783022674
149	highLD	1	pre-training	English	indent-intent	3	7	100	98.4599783022674
149	highLD	1	pre-training	English	indent-intent	3	7	100	98.4599783022674
149	highLD	1	pre-training	English	reason-risen	3	1	0	0.167938064704152
149	highLD	1	pre-training	English	reason-risen	3	1	0	0.167938064704152
149	highLD	1	pre-training	English	reason-risen	3	1	0	0.167938064704152
149	highLD	1	pre-training	English	reason-risen	3	1	0	0.167938064704152
149	highLD	1	pre-training	English	reason-risen	3	2	1	0.868790638897682
149	highLD	1	pre-training	English	reason-risen	3	2	0	0.868790638897682
149	highLD	1	pre-training	English	reason-risen	3	2	1	0.868790638897682
149	highLD	1	pre-training	English	reason-risen	3	2	0	0.868790638897682
149	highLD	1	pre-training	English	reason-risen	3	3	100	38.8501659075242
149	highLD	1	pre-training	English	reason-risen	3	3	10	38.8501659075242
149	highLD	1	pre-training	English	reason-risen	3	3	4	38.8501659075242
149	highLD	1	pre-training	English	reason-risen	3	4	99	86.4342303505096
149	highLD	1	pre-training	English	reason-risen	3	4	99	86.4342303505096
149	highLD	1	pre-training	English	reason-risen	3	4	100	86.4342303505096
149	highLD	1	pre-training	English	reason-risen	3	4	100	86.4342303505096
149	highLD	1	pre-training	English	reason-risen	3	5	9	87.5394261334715
149	highLD	1	pre-training	English	reason-risen	3	5	100	87.5394261334715
149	highLD	1	pre-training	English	reason-risen	3	5	94	87.5394261334715
149	highLD	1	pre-training	English	reason-risen	3	5	10	87.5394261334715
149	highLD	1	pre-training	English	reason-risen	3	6	90	87.5509391712648
149	highLD	1	pre-training	English	reason-risen	3	6	100	87.5509391712648
149	highLD	1	pre-training	English	reason-risen	3	6	100	87.5509391712648
149	highLD	1	pre-training	English	reason-risen	3	6	100	87.5509391712648
149	highLD	1	pre-training	English	reason-risen	3	7	100	87.5510575880039
149	highLD	1	pre-training	English	reason-risen	3	7	100	87.5510575880039
149	highLD	1	pre-training	English	reason-risen	3	7	100	87.5510575880039
149	highLD	1	pre-training	English	reason-risen	3	7	100	87.5510575880039
149	highLD	1	pre-training	Japanese	kata-katta	3	1	20	18.0247184946804
149	highLD	1	pre-training	Japanese	kata-katta	3	1	20	18.0247184946804
149	highLD	1	pre-training	Japanese	kata-katta	3	1	20	18.0247184946804
149	highLD	1	pre-training	Japanese	kata-katta	3	2	15	25.6749054220245
149	highLD	1	pre-training	Japanese	kata-katta	3	2	20	25.6749054220245
149	highLD	1	pre-training	Japanese	kata-katta	3	2	30	25.6749054220245
149	highLD	1	pre-training	Japanese	kata-katta	3	2	30	25.6749054220245
