"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between"
"2025-05-05","4","18","Low LD","same",381.80000000004657,1,"oto-otto","same","AA","oto","otto","M_oto.mp3","M_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",260.80000000004657,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",261.2600000000093,1,"toshin-tosshin","same","AA","toshin","tosshin","F_toshin.mp3","F_toshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",245.64000000001397,1,"gaki-gakki","same","BB","gaki","gakki","F_gakki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",266.9200000001583,1,"heta-hetta","same","BB","heta","hetta","F_hetta.mp3","M_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","different",278.80000000004657,0,"ishoku-isshoku","same","BB","ishoku","isshoku","F_isshoku.mp3","M_isshoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","different",1320.8999999999069,1,"heta-hetta","different","AB","heta","hetta","M_heta.mp3","F_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","different",359.9199999999255,1,"toshin-tosshin","different","AB","toshin","tosshin","M_toshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",207.2399999999907,1,"toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","M_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-05","4","18","Low LD","same",292.28000000002794,1,"ite-itte","same","AA","ite","itte","M_ite.mp3","M_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",200.21999999999937,1,"obasan-obaasan","different","AB","obasan","obaasan","F_obasan.mp3","M_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",81.7599999999984,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",350.97999999999956,1,"heta-hetta","same","AA","heta","hetta","M_heta.mp3","F_heta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",50.16000000000349,1,"gaki-gakki","different","BA","gaki","gakki","F_gakki.mp3","F_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",480.5599999999977,1,"gaki-gakki","same","AA","gaki","gakki","F_gaki.mp3","M_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",156.95999999999913,1,"jutaku-juutaku","same","AA","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",112.5,1,"hasan-hassan","different","AB","hasan","hassan","M_hasan.mp3","M_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",357.3600000000006,1,"ite-itte","same","AA","ite","itte","M_ite.mp3","M_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",422.09999999999854,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",199,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",100.0799999999872,1,"haken-hakken","same","BB","haken","hakken","M_hakken.mp3","F_hakken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",216.27999999999884,1,"yusoo-yuusoo","different","BA","yusoo","yuusoo","M_yuusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",333.6600000000035,1,"hasan-hassan","different","BA","hasan","hassan","M_hassan.mp3","F_hasan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",279.24000000000524,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","F_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",90.24000000000524,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",160.6999999999971,1,"gaki-gakki","same","BB","gaki","gakki","F_gakki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",1331.679999999993,1,"oto-otto","same","AA","oto","otto","F_oto.mp3","M_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",276.4799999999959,1,"toshin-tosshin","different","AB","toshin","tosshin","F_toshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",133.27999999999884,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","M_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",521.679999999993,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",207.5,1,"hasan-hassan","same","AA","hasan","hassan","F_hasan.mp3","M_hasan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",183.75999999999476,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",115.86000000000058,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",347.4600000000064,1,"shiru-shiiru","same","AA","shiru","shiiru","F_shiru.mp3","F_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",241.6600000000035,1,"iso-isso","different","AB","iso","isso","M_iso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",199.60000000000585,1,"iso-isso","same","AA","iso","isso","F_iso.mp3","F_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",283.5399999999936,1,"gaki-gakki","different","BA","gaki","gakki","M_gakki.mp3","F_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",282,1,"heta-hetta","different","BA","heta","hetta","M_hetta.mp3","F_heta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",1007.5,1,"shiru-shiiru","different","AB","shiru","shiiru","F_shiru.mp3","M_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",245.89999999999415,1,"yusoo-yuusoo","different","BA","yusoo","yuusoo","F_yuusoo.mp3","F_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",133.4600000000064,1,"shiru-shiiru","same","BB","shiru","shiiru","F_shiiru.mp3","F_shiiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",218.1600000000035,1,"iso-isso","same","BB","iso","isso","M_isso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",671.320000000007,1,"haken-hakken","different","BA","haken","hakken","F_hakken.mp3","F_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",257.0799999999872,1,"ishoku-isshoku","same","AA","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",252.6600000000035,1,"gaki-gakki","different","AB","gaki","gakki","M_gaki.mp3","M_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",136.17999999999302,1,"obasan-obaasan","same","BB","obasan","obaasan","M_obaasan.mp3","M_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",216.67999999999304,1,"toshin-tosshin","different","BA","toshin","tosshin","M_tosshin.mp3","M_toshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",294.179999999993,1,"oto-otto","same","AA","oto","otto","M_oto.mp3","M_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",187.61999999999537,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",190.2600000000093,1,"toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",260.5199999999895,1,"iso-isso","same","BB","iso","isso","M_isso.mp3","M_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",274.61999999999534,1,"ishoku-isshoku","different","AB","ishoku","isshoku","F_ishoku.mp3","F_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",1269.8800000000049,1,"nishi-nisshi","different","BA","nishi","nisshi","M_nisshi.mp3","F_nishi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",184.3399999999965,1,"iso-isso","same","AA","iso","isso","M_iso.mp3","M_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",959.3399999999964,1,"ojisan-ojiisan","same","AA","ojisan","ojiisan","F_ojisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",568.4800000000105,1,"nishi-nisshi","different","AB","nishi","nisshi","M_nishi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",385.11999999999534,1,"iso-isso","different","AB","iso","isso","F_iso.mp3","M_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",1025.3800000000049,1,"toshin-tosshin","same","AA","toshin","tosshin","F_toshin.mp3","M_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",180.22000000000116,1,"haken-hakken","same","BB","haken","hakken","F_hakken.mp3","F_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",248.51999999998952,1,"gaki-gakki","same","AA","gaki","gakki","M_gaki.mp3","M_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",1543.7799999999988,1,"jutaku-juutaku","different","AB","jutaku","juutaku","F_jutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",248.17999999999304,1,"toshin-tosshin","same","AA","toshin","tosshin","F_toshin.mp3","F_toshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",407.7200000000011,1,"obasan-obaasan","same","BB","obasan","obaasan","M_obaasan.mp3","M_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",408.5199999999895,1,"obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",328.4200000000128,1,"haku-haaku","same","BB","haku","haaku","F_haaku.mp3","F_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",850.0799999999872,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","M_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",500.4800000000396,1,"jutaku-juutaku","same","BB","jutaku","juutaku","F_juutaku.mp3","F_juutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",322.5599999999977,1,"kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",482.359999999986,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","M_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",257.72000000000116,1,"nishi-nisshi","different","BA","nishi","nisshi","F_nisshi.mp3","F_nishi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",142.32000000000698,1,"obasan-obaasan","same","BB","obasan","obaasan","F_obaasan.mp3","M_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",278.320000000007,1,"haku-haaku","different","AB","haku","haaku","F_haku.mp3","M_haaku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",335.320000000007,1,"oto-otto","different","AB","oto","otto","F_oto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",275.2399999999907,1,"gaki-gakki","different","AB","gaki","gakki","F_gaki.mp3","F_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",389.0599999999977,1,"ite-itte","different","AB","ite","itte","F_ite.mp3","F_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",2690.5,1,"kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",407.640000000014,1,"shiru-shiiru","different","BA","shiru","shiiru","M_shiiru.mp3","M_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",348.7399999999907,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",312.94000000000233,1,"iso-isso","different","AB","iso","isso","F_iso.mp3","F_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",322.7399999999907,1,"obasan-obaasan","different","AB","obasan","obaasan","F_obasan.mp3","F_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",236.53999999997905,1,"toshin-tosshin","different","AB","toshin","tosshin","F_toshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",209.09999999997672,1,"heta-hetta","different","AB","heta","hetta","M_heta.mp3","M_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",294.29999999998836,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","F_yusoo.mp3","F_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",48.61999999999534,1,"haken-hakken","same","BB","haken","hakken","M_hakken.mp3","M_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",214.55999999999767,1,"gaki-gakki","different","BA","gaki","gakki","F_gakki.mp3","F_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",761.359999999986,1,"shiru-shiiru","different","AB","shiru","shiiru","F_shiru.mp3","M_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",627.460000000021,1,"haku-haaku","same","BB","haku","haaku","M_haaku.mp3","M_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",331.5200000000186,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",407.820000000007,1,"saka-sakka","same","AA","saka","sakka","F_saka.mp3","M_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",435.359999999986,1,"haku-haaku","different","BA","haku","haaku","M_haaku.mp3","F_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",331.0599999999977,1,"hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",298.38000000000466,1,"hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",814.7600000000093,1,"haku-haaku","different","AB","haku","haaku","M_haku.mp3","F_haaku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",208.52000000001863,1,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",324.679999999993,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",179.53999999997905,1,"toshin-tosshin","same","BB","toshin","tosshin","F_tosshin.mp3","M_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",302.4799999999814,1,"iso-isso","different","BA","iso","isso","M_isso.mp3","M_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",2658.2999999999884,0,"kasee-kassee","different","AB","kasee","kassee","M_kasee.mp3","F_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",364.53999999997905,1,"ishoku-isshoku","different","BA","ishoku","isshoku","F_isshoku.mp3","F_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","different",285.14000000001397,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",17
"2025-05-09","5","18","Low LD","same",230.14000000001397,1,"heta-hetta","same","BB","heta","hetta","F_hetta.mp3","M_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",17
